"cptcode","cptdesc"
RAD15136,XRAY-CHEST APL ( 0 - 6 YEARS OLD)
RAD1515,XRAY-SHOULDER
RAD1516,XRAY-CHEST PEDIA APL W/ CR FILM
RAD1518,XRAY-CRS FILM
RAD1522,XRAY-CHEST PEDIA APL W/ COMPUTED RADIOGRAPHY (CR) FILM
RAD15226,XRAY-THORACO-LUMBAR SPINE
RAD15244,XRAY-LUMBOSACRAL APL
RAD15261,XRAY-CERVICAL SPINE AP/LAT/RIGHT & LEFT OBLIQUE
RAD15267,XRAY-THORACO-LUMBAR APL
RAD15289,XRAY-ABDOMEN APL (CHILDREN)
RAD15296,XRAY-LUMBO-SACRAL APL
RAD15298,XRAY-PELVIS/HIP
RAD1534,COLOR PHOTO
RAD15361,XRAY-CHEST - AP (PORTABLE - ADULT)
RAD1541,XRAY-SHOULDER WITH Y VIEW RIGHT
RAD1542,KODAK 14X17 FILM
RAD1545,XRAY-SHOULDER IMPINGEMENT SERIES
RAD1549,XRAY-THORACIC CAGE AP W/ CR FILM
RAD1550,XRAY-KNEE AP/L W/ CR FILM
RAD1552,DIGITAL XRAY-KNEE (BILATERAL)
RAD15534,XRAY-WRIST
RAD1556,ULTRASOUND-TRANSVAGINAL (GYNE) STAT
RAD1559,AGFA DRYSTAR/FILM DT2B 11X 14
RAD1561,XRAY-CHEST PA (7 YR UP)
RAD1563,XRAY-CHEST PAL (10 YEARS BELOW)
RAD15636,KIDNEYS AND URINARY BLADDER
RAD1565,XRAY-FOREARM (PEDIA) BILATERAL
RAD1566,XRAY-CHEST PA UPRIGHT
RAD1571,XRAY-WHOLE SPINE APL
RAD15728,CT SCAN-CHEST - PLAIN AND CONTRAST
RAD1574,XRAY-ADDITIONAL VIEW
RAD1584,XRAY-CHEST (7 YRS UP)
RAD1589,XRAY-CHEST PA AND LATERAL
RAD1596,XRAY-CODONICS 14 X 36
RAD159753,X RAY BILATERAL HAND  APOL
RAD1600,XRAY-SHOULDER WITH Y VIEW LEFT
RAD16007,XRAY - CHEST AP & LATERAL PEDIA
RAD16008,XRAY-CHEST APICOLORDOTIC - STAT
RAD1607,XRAY-SHOULDER AP Y VIEW
RAD1608,XRAY-FEET BILATERAL
RAD16115,XRAY-FEMUR AP/LATERAL LEFT
RAD16135,XRAY-LEFT FOOT APLO
RAD1614,XRAY-DIGITAL-SHOULDER AP & LAT
RAD16176,XRAY-HAND APOL BILATERAL
RAD16204,XRAY-HAND RIGHT - PORTABLE
RAD16213,HIP JOINT LEFT
RAD16219,XRAY-HIP JOINT RIGHT
RAD16268,KNEE BILATERAL
RAD1627,XRAY-THORACO LUMBAR SPINE APL 11X14
RAD16280,XRAY-KNEE STANDING BILATERAL
RAD16290,XRAY - KNEE W/ SKYLINE/MERCHANT BILATERAL
RAD1632,"XRAY-HAND AP, LAT, & OBLIQUE (UNILATERAL)"
RAD16322,LEG RIGHT
RAD1633,XRAY- CHEST-LORDOTIC VIEW / APICOLORDOTIC VIEW
RAD1637,XRAY-MAGNIFIED VIEW OF FINGER (RIGHT)
RAD1645,XRAY-APICOLORDIC VIEW (10X12)
RAD1647,XRAY- ANKLE AP/LAT (UNILATERAL)
RAD16483,XRAY-SHOULDER JOINT AP RIGHT
RAD1649,XRAY-LUMBOSACRAL (PEDIA)
RAD1650,XRAY-KUB PLAIN/ABDOMEN AP/UPRIGHT ONLY
RAD1655,DIGITAL XRAY-THORACO LUMBAR 4 FILMS
RAD1657,XRAY-UROFLOWMETRY WITHELECTROMYOGRAPHY (EMG)
RAD16573,XRAY-FOOT APL OR APO
RAD1659,TOTAL BODY SCAN (I-131)
RAD1660,XRAY-ELBOW (UNILATERAL)
RAD16606,XRAY-CHEST APL PEDIA PORTABLE
RAD1663,XRAY-WRIST (UNILATERAL) DIGITAL/FILMLESS
RAD1665,XRAY-KODAK 8X10 FILM
RAD1676,XRAY-SHOULDER AP & Y VIEW (BILATERAL)
RAD1682,XRAY-CHEST PAL (6YRS AND ABOVE)
RAD1684,XRAY-SCOLIOSIS AP LATERAL 14 X 36
RAD1687,XRAY-DIGITAL THORACIC CAGE AP/OBLIQUE
RAD16889,XRAY-CHEST AP/PA
RAD16899,XRAY-LUMBO SACRAL SPINE AP-L
RAD16905,XRAY-CHEST AP (MOBILE)
RAD1692,XRAY-CHEST APL (7 YEARS AND ABOVE)
RAD16924,XRAY-CHEST AP/PA (PORTABLE)
RAD16925,XRAY-CHEST APL/PAL
RAD169318,XRAY-LEFT FOOT
RAD17000,XRAY-THORACO-LUMBAR APL/OBLIQUE
RAD17018,CHEST PAL (PUI) PORTABLE
RAD17036,XRAY-SHOULDER AP-Y & LATERAL (UNILATERAL)
RAD17119,XRAY-SKULL AP/WATERS
RAD17157,XRAY-CERVICAL SPINE P.A/ LAT OBLIQUE
RAD17169,XRAY-CERVICO-THORACIC
RAD17188,XRAY - WRIST APO/L
RAD1727,XRAY C-ARM
RAD17298,XRAY-USE OF C - ARM HAND AP/OBLIQUE/LATERAL
RAD17299,USE OF C - ARM X-RAY OF BOTH HANDS
RAD17303,XRAY-CHEST (COVID SCREENING)
RAD1731,XRAY-CHEST AP 14X14
RAD17311,XRAY-C-ARM USE SUCCEEDING HOURS
RAD1734,XRAY-CHEST APL (6 YRS OLD & BELOW)
RAD1735,XRAY-CHEST APL (7 YRS ABOVE)
RAD1737,XRAY-LUMBOSACRAL VERTEBRA (LSV) APL
RAD1742,XRAY-CHEST AP/LAT INFANT /BABY GRAM
RAD1745,XRAY-SPOT FILM/APICO
RAD17466,XRAY - CHEST PAL PORTABLE
RAD17479,XRAY-CHEST PA/AP (STAT)
RAD1787,XRAY-LUMBO-SACRAL VERTEBRAE
RAD1793,XRAY-CHEST APICOLORDOTIC VIEW
RAD179355,XRAY - CHEST PA APICOLORDOTIC VIEW
RAD1795,XRAY-ABDOMEN UPRIGHT AND SUPINE
RAD17956,X-RAY-PELVIS AP/ HIP JOINT
RAD17981,XRAY-EMERGENCY CERVICAL APL
RAD17987,XRAY-CHEST PA ADULT EMERGENCY
RAD17989,EMERGENCY CHEST PAL ADULT
RAD17990,EMERGENCY CHEST PAL CHILD(<12YRS)
RAD1800,XRAY-CHEST AP BUCKY
RAD18014,XRAY-EMERGENCY KNEE JOINT AP
RAD18067,XRAY-KNEE APL 11X14 BILATERAL
RAD18068,XRAY-LEG APL 11X14 BILATERAL
RAD18083,C-ARM (LIMITED TO 5 MINS.)
RAD18084,DIGITAL CHEST(PA ONLY) ADULT
RAD18087,XRAY-DIGITAL KUB (AP ONLY)
RAD18091,XRAY-DIGITAL THORACIC CAGE (AP ONLY)
RAD1810,XRAY-CHEST PA COMPARISON
RAD1822,XRAY-DIGITAL PELVIS (AP AND FROG LEG AP
RAD1825,"XRAY-DIGITAL ABDOMEN (PEDIA), AP LAT"
RAD1832,XRAY-LUMBOSACRAL SPINE AP/L W/CR FILM
RAD1834,XRAY-DIGITAL KNEE UNILATERAL
RAD18364,XRAY-CHEST PA / LATERAL AND APICOGRAM
RAD18370,XRAY - ANKLE APL OR MORTISE
RAD18371,XRAY-HAND (3 VIEWS)
RAD18373,XRAY-SKULL SERIES (2 VIEWS)
RAD1841,XRAY-DIGITAL KNEE (UNILATERAL)
RAD1843,XRAY-ABDOMEN PLAIN FILM
RAD18439,XRAY-ARM (PEDIA)
RAD1847,XRAY-LUMBOSACRAL SPINE APL/OBL W/CR FILM
RAD18478,XRAY - CHEST PAL - MOBILE
RAD1848,"KNEE JOINTS, AP, LAT, PATELLAR/TUNNEL VIEW BILATERAL"
RAD18483,XRAY - CERVICAL APL - MOBILE
RAD18488,XRAY - SHOULDER LATERAL - MOBILE
RAD1850,CARDIAC PACKAGE
RAD1852,XRAY-RIBS PA OBLIQUES
RAD18539,CHEST APICOLORDOTIC~XRPN-FILM [14X17 (1)] - MOBILE
RAD18543,XRAY-CHEST AP - MOBILE
RAD18544,"XRAY-CHEST (AP/PA/DECUBITUS, L/O)~XRPN-FILM [14X17 (2)] MOBILE"
RAD18547,"ABDOMEN, WHOLE~MRPN-FILM [14X17 (6)]"
RAD1855,XRAY-THORACIC CAGE/RIB CAGE SERIES
RAD1856,X-RAY THORACIC VERTEBRAE
RAD18601,XRAY-ABDOMEN (2 VIEWS)
RAD1866,X-RAY CHEST APICOLORDOTIC FILM 14X17
RAD1872,X-RAY CHEST PA VIEW
RAD1875,X-RAY EXTREMITIES-HIP
RAD18750,XRAY-STAT FEE
RAD18752,BEDSIDE CHEST X-RAY (ADULT)
RAD18754,XRAY-CHEST DECUBITUS
RAD18755,XRAY-CHEST PA LATERAL
RAD1876,DIGITAL THORACO LUMBAR APL (SCOLIOSIS
RAD18773,XRAY-WHOLE SPINE (CERVICAL/THORACIC/LS/COCCYX/PELVIS)
RAD1878,X-RAY CERVICAL APL
RAD18783,XRAY-CHEST PA/LAT~XRPN
RAD1880,XRAY-KNEE APL UNILATERAL
RAD1883,XRAY-SHOULDER APL AND AXILLARY VIEW
RAD188747,X-RAY CHEST PA & APICOLORDOTIC VIEW
RAD18900,XRAY-CALCANEUS LATERAL DORSOPLANTAR VIEW
RAD18907,XRAY-NASAL BONE
RAD1892,XRAY-ABDOMINAL UPRIGHT AND SUPINE
RAD18926,XRAY-CHEST PEDIA (AP/L)
RAD18928,XRAY-THORACOLUMBAR APL
RAD1893301,XRAY OF ABDOMEN SUPINE AND UPRIGHT
RAD1896,XRAY FOOT APL-O (UNILATERAL)
RAD18964,XRAY-WRIST-RIGHT (ADULT)
RAD189699,XRAY - HAND
RAD1897,XRAY-ABDOMEN SUPINE AND UPRIGHT
RAD18970,XRAY-WRIST(PEDIA)BILATERAL
RAD18980,XRAY-ABDOMEN AP & LATERAL (PEDIA) - PORTABLE
RAD18985,XRAY-ABDOMEN FLAT & UPRIGHT (ADULT)
RAD18986,XRAY-ABDOMEN FLAT & UPRIGHT (ADULT) - PORTABLE
RAD18989,XRAY-RIGHT ANKLE PORTABLE (ADULT)
RAD18992,XRAY-ANKLE-LEFT (ADULT)
RAD18994,XRAY-ANKLE RIGHT (ADULT)
RAD19006,XRAY-ELBOW PEDIA BILATERAL
RAD1901248,XRAY-CHEST X-RAY PORTABLE ADULT
RAD19013,XRAY-CHEST APICOLORDOTIC VIEW
RAD19015,XRAY-CHEST APL (PEDIA)
RAD19016,XRAY-CHEST APL (PEDIA) PORTABLE
RAD19018,XRAY-CHEST DECUBITUS (LEFT)
RAD19019,XRAY-CHEST PORTABLE ADULT
RAD1902,X-RAY THORACIC CAGE (T-CAGE)
RAD19022,XRAY-CHEST PA/LATERAL (ADULT)
RAD19023,XRAY-CHEST PA (ADULT)
RAD19027,XRAY-CHEST LAT. ONLY
RAD19050,XRAY-FOOT LEFT (ADULT)
RAD19054,FOOT-RIGHT (ADULT)
RAD19056,XRAY-RIGHT FOOT PORTABLE (ADULT)
RAD19066,XRAY-FOREARM-RIGHT (ADULT)
RAD19069,HAND-LEFT (ADULT)
RAD19071,XRAY-HAND-LEFT PORTABLE (ADULT)
RAD19073,XRAY-HAND-RIGHT (ADULT)
RAD19081,XRAY - KNEE RIGHT PORTABLE (ADULT)
RAD19084,XRAY-KNEE BILATERAL ADULT
RAD19087,KNEE-LEFT PORTABLE (ADULT)
RAD19089,XRAY-KNEE-RIGHT (ADULT)
RAD19091,KUB ( ADULT )
RAD19101,LEG-LEFT PORTABLE (ADULT)
RAD19104,LEG-RIGHT PORTABLE (ADULT)
RAD19106,XRAY - LUMBOSACRAL APL
RAD19119,XRAY-PELVIS AP & FROGLEG
RAD19121,XRAY-PELVIS AP (AP ONLY ADULT )
RAD19129,XRAY-SACRUM
RAD19136,SHOULDER-LEFT
RAD19138,XRAY-RIGHT SHOULDER
RAD19147,XRAY - SKULL SERIES(PEDIA)
RAD19162,XRAY-THORACIC CAGE AP ONLY
RAD19164,XRAY-THORACIC SPINE APL
RAD19166,XRAY-THORACO-LUMBAR APL
RAD19171,XRAY-T-TUBE CHOLANGIOGRAM
RAD19172,XRAY-CLAVICLE
RAD19196,XRAY-PLAIN ABDOMEN UPRIGHT
RAD19206,XRAY - RIGHT FOOT APL
RAD1935,XRAY-FOOT AP/LAT (UNILATERAL)
RAD1936,XRAY-ANKLE APL(BILATERAL) 11X14
RAD1938,XRAY-ELBOW APL UNILATERAL
RAD1939,XRAY-CERVICAL SPINE
RAD1940,XRAY-ANKLE MORTISE
RAD1941,XRAY-HIPS BILATERAL
RAD1942,XRAY-PNS
RAD1952,XRAY-SHOULDER AP SCAPULAR Y VIEW UNILATERAL
RAD1953,XRAY-PARANASAL SINUS
RAD1962,XRAY-SHOULDER APL UNILATERAL
RAD1965,XRAY-SALINE INFUSION SONOGRAPHY
RAD1966,XRAY-TEMPOROMANDIBULAR JOINT (TMJ)
RAD19661,XRAY-CHEST AP/PA LATERAL (PEDIA 10 YRS BELOW)
RAD1967,XRAY-WHOLE ABDOMEN SUPINE AND UPRIGHT
RAD19694,XRAY - THORACIC CAGE
RAD1979,XRAY-PARANASAL SINUS WATER VIEW
RAD19798,XRAY-ANKLE
RAD1980,XRAY-CHEST 14X17 (ADULT)
RAD19802,XRAY-THORACOLUMBAR APL
RAD19810,"XRAY-ABDOMEN, FLAT PLATE, KUB"
RAD19817,XRAY-ENDOSCOPIC RETROGRADE CHO (GUIDANCE)
RAD19823,"XRAY-SPINE - LUMBOSACRAL, APOL, SERIES"
RAD19842,"XRAY-TELERADIOLOGY-CHEST, APICOLORDOTIC"
RAD1985,XRAY-ADDITIONAL OBLIQUE
RAD1986,XRAY-LUMBO SACRAL SPINE APL
RAD1992,XRAY-CHEST APICOLORDOTIC VIEW
RAD19923,XRAY- LEFT SHOULDER SCAPULAR Y
RAD1999,XRAY-FOOT APO (LAT FOR FOREIGN BODY LOC)
RAD2000,XRAY-ANKLE AP/LAT/MORTISE
RAD2003,XRAY-SCOLIOSIS SERIES
RAD20049,XRAY-CERVICAL - AP/LAT (P)
RAD2005,XRAY-CERVICO THORACIC SPINE
RAD20050,XRAY-CHEST PA (CVD)
RAD20051,XRAY-CHEST PA (P)
RAD20052,XRAY-CHEST PA (P) CVD
RAD20053,XRAY-CHEST PA/LAT (ADULT) (P)
RAD20054,XRAY-CHEST PA/LAT (CHILD) (P)
RAD20059,XRAY-E.R.C.P. W/FLOURO GUIDED (S/P)
RAD20074,XRAY-KNEE - AP/LAT (P)
RAD20075,XRAY-KNEE AP/LAT - (W/SKYLINE VIEW) (S)
RAD2010,XRAY-CHEST PA/AP
RAD20123,XRAY-HAND AP/O (BILATERAL)
RAD2016,"XRAY-CERVICAL (AP, LATERAL AND ODOINTOID)"
RAD20162,XRAY-CHEST PA (STAT)
RAD2017,XRAY-PARANASAL SINUSES PA LATERAL AND WATER
RAD20187,"XRAY - LEFT SHOULDER, AP/AXIAL"
RAD20200,XRAY-BEDSIDE CHEST PEDIA
RAD20201,XRAY-(BEDSIDE CHEST ADULT
RAD20202,XRAY-HAND FINGER TOES
RAD20203,XRAY-MEDICAL CHEST PA
RAD20207,XRAY - LEFT SHOULDER APL
RAD2023,XRAY-SCAPULAR Y
RAD2025,XRAY-CERVICAL SERIES
RAD20289,XRAY - APICOLORDOTIC VIEW (ALV) MOBILE
RAD20295,XRAY - CHEST APL (BELOW 13 YEARS OLD) MOBILE
RAD2031,XRAY-KNEE APL STANDING UPRIGHT VIEW UNILATERAL
RAD2034,XRAY-CERVICAL VERTIBRAE APL/O/OPEN MOUTH
RAD2036,XRAY-PARANASAL SINUSES COMPLETE
RAD20398,XRAY-PELVIC BONE(AP)
RAD20410,XRAY - CHEST AP/LAT (CHILD
RAD2042,XRAY-SPOT VIEW
RAD20421,XRAY-EXTREMITIES APL-O
RAD20456,XRAY-DIGITAL CHEST PA ONLY ADULT WITH PORTABLE
RAD2047,XRAY-CHEST SPOT VIEW OF RIGHT UPPER LUNG
RAD20470,XRAY-CHEST (CHILD) AP/L
RAD20475,XRAY-FOOT AP/L / AP/O
RAD20476,XRAY-HAND AP/O OR AP/L
RAD2052,XRAY-HAND PA/OBLIQUE VIEWS (UNILATERAL)
RAD2060,XRAY PORTABLE
RAD2063,XRAY-ANKLE (PORTABLE)
RAD2064,XRAY-APICO (PORTABLE)
RAD2066,"XRAY-CHEST AP/PA/DECUBITUS, L/O 14X17 (BEDSIDE)"
RAD20674,XRAY-CHEST AP/L (ADULT)
RAD20683,XRAY-SPINAL FUSION (FLEXION-EXTENSION) SERIES
RAD20685,XRAY-ABDOMEN (CHILD) AP/LAT
RAD20686,XRAY-CHEST (CHILD) APL
RAD20697,XRAY-HAND AP/O OR AP/L PORT
RAD2070,XRAY-CHEST PA AND LATERAL (5 YRS OLD BELOW)
RAD20700,XRAY-KNEE JT. AP/L PORT.
RAD20706,XRAY-CHEST (ADULT) AP PORT
RAD20714,XRAY-ALV (APICO) PORT
RAD20765,XRAY-CERVICAL AP/LAT OBLIQUE
RAD2077,XRAY-ABDOMEN FLAT AND UPRIGHT
RAD2079,XRAY-CHEST SPOT VIEW OF LEFT UPPER LUNG
RAD2080,XRAY-CHEST AP CHILD
RAD20803,XRAY-KNEE JOINT AP/LAT - BILATERAL
RAD20818,XRAY-LUMBO SACRAL AP/LAT & OBLIQUE - (ADULT)
RAD2083,XRAY-CHEST PA/L CHILD (PORTABLE)
RAD2084,XRAY-CHEST PAL (PORTABLE)
RAD2087,XRAY-CHEST PA/L ADULT (PORTABLE)
RAD2089,XRAY-LEG AP/L (PORTABLE)
RAD2092,XRAY-LUMBOSACRAL
RAD20921,XRAY - LUMBOSACRAL OBLIQUE
RAD2096,CENTRAL DXA (BONE MINERAL DENSITY TEST)
RAD2100,XRAY-RIGHT KNEE
RAD210305,XRAY-RIGHT THIGH APL VIEW
RAD2107,XRAY-CHEST ADULT 14X14
RAD21144,XRAY- CERVICAL APLO
RAD21157,XRAY- CHEST PA
RAD21159,XRAY- CHEST PA (PEDIA) (PORTABLE)
RAD21161,XRAY- CHEST PAL (PEDIA)
RAD21163,XRAY- CHEST PAL ADULT
RAD21165,XRAY- CHEST PORTABLE
RAD2117,XRAY-PARANASAL SINUSES
RAD2118,XRAY-HAND/FOOT APO WITH CR FILM
RAD21182,XRAY- FEMUR APL PEDIA
RAD21187,XRAY- FOOT APO ( LAT FOR FOREIGN BODY LOC)
RAD21189,XRAY- FOOT APO BILATERAL
RAD21190,XRAY- FOOT APO BILATERAL (PORTABLE)
RAD21195,XRAY- HAND APO
RAD21197,XRAY- HAND BILATERAL
RAD21199,XRAY- HIP JOINT APL
RAD2120,XRAY-CHEST SPOT VIEW OF RIGHT LOWER LUNG
RAD21207,XRAY- KNEE APL (SUNRISE VIEW OPTIONAL)
RAD21209,XRAY- KNEE BILATREAL
RAD2121,XRAY-NECK AP/LAT
RAD21218,XRAY- LUMBO SACRAL APL
RAD21226,XRAY- PARANASAL SINUSES
RAD21228,XRAY- PELVIS AP
RAD21229,XRAY- PELVIS AP (PORTABLE)
RAD2123,XRAY-DIGITAL CERVICAL SPINE AP/LAT
RAD21230,XRAY- PELVIS AP/FROG LEG
RAD21234,XRAY- PLAIN ABDOMEN UPRIGHT SUPINE ADULT
RAD21247,XRAY- SHOULDER AP AND SCAPULAR Y
RAD21261,XRAY- T-CAGE ADULT
RAD21264,XRAY- THORACIC APL ADULT
RAD21266,XRAY- THORACIC CAGE ADULT APO
RAD21268,XRAY- THORACO LUMBAR APL ADULT
RAD21284,ANKLE MORTISE APL BILAT
RAD21291,APICO LORDOTIC
RAD2140,XRAY-PARANASAL SINUSES COMPLETE MIN 3 VIEWS
RAD2141,XRAY-BMD SPINE AND HIPS
RAD2147,XRAY-KNEE JOINT APL UNILATERAL
RAD2148,XRAY-LEFT ANKLE JOINTS AP LATERAL
RAD2153,XRAY-BOTH HIPS AP RIGHT LATERAL
RAD21582,XRAY-DIGITAL CHEST PA ONLY ADULT (WITH PORTABLE )
RAD21585,XRAY-PACKAGE A (FOREARM/HIP/SPINE/OTHER)
RAD21586,XRAY-CHEST AP/PA MOBILE
RAD21595,XRAY-FINGERS/ TOES/ THUMB APL
RAD21646,XRAY-SHOULDER APL LEFT - EXTREMITIES
RAD21647,XRAY-SHOULDER APL RIGHT - EXTREMITIES
RAD21650,"XRAY-TELERADIOLOGY - CHEST, PA VIEW"
RAD21779,XRAY - CHEST PA/AP (SYMPTOMATIC)
RAD21792,ANGIOGRAM PACKAGE (PHILHEALTH EXCLUDING DOCTOR’S PF)
RAD21828,XRAY-FOOT APL STANDING
RAD2183,DIGITAL CERVICAL SPINE SERIES
RAD2188,XRAY-KNEE APL (STANDING) BILATERAL
RAD21881,XRAY-FLAT PLATE (KUB)
RAD21898,XRAY-PACKAGE B (HIP/SPINE/OTH)
RAD21908,XRAY-CHEST PEDIA MOBILE
RAD21912,XRAY-ANKLE APL/APO
RAD21914,XRAY-SKYLINE/SUNRISE/MERCHANT (BILATERAL)
RAD2192,XRAY-THIGH (UNILATERAL)
RAD21929,XRAY - FOOT (3 VIEWS) PORTABLE
RAD2195,XRAY-DIGITAL THORACIC SPINES P/L
RAD22084,XRAY-CHEST PAL (PEDIA)11X14 MOBILE
RAD22088,XRAY-HAND/FOOT APLO W/ CR FILM
RAD2211,XRAY-CERVICAL SPINE APL-O (FLEXION AND EXTENSION)
RAD221215,XRAY-FOOT
RAD22130,XRAY-CHEST PORTABLE BEDSIDE PEDIA
RAD22209,XRAY-SHOULDER UNILATERAL STAT
RAD22215,XRAY-CHEST AP PORTABLE (COVID)
RAD2225,XRAY-ERCP
RAD2226,XRAY-CHEST AP/PA DECUBITUS L/O
RAD22307,XRAY-LEG BILATERAL STAT
RAD22309,XRAY- CHEST PA BEDSIDE STAT
RAD2239,XRAY-EXTREMITIES HAND
RAD22392,XRAY - ( MOBILE ) ABDOMEN-UPRIGHT/SUPINE
RAD22397,XRAY - ( MOBILE ) CHEST APL OR PAL
RAD22408,"XRAY - ( MOBILE ) PARANASAL SINUS SERIES ( WATERS, LATERAL, CALDWELL)"
RAD22417,XRAY - ( MOBILE ) CERVICAL SPINE - ONE VIEW ONLY
RAD22418,XRAY - ( MOBILE ) CHEST : ONE VIEW ONLY
RAD2245,XRAY-THORACIC CAGE APL
RAD2247,XRAY-KNEE APLO W/ CR FILM
RAD22491,XRAY-LV STRAIN IMAGING
RAD22494,XRAY-CERVICAL SPINE (STAT)
RAD22499,XRAY-C-ARM (1ST 1 HR)
RAD2252,XRAY-EXTREMITIES HAND
RAD2262,XRAY-LUMBOSACRAL SPINE APL-O WITH LATERAL FLEXION AND EXTENSION STRESS VIEW
RAD2263,DIGITAL CHEST (AP/LAT) PEDIA
RAD2269,XRAY-DIGITAL ABDOMEN UPRIGHT SUPINE
RAD2272,BONE AGING
RAD22800,XRAY-CHEST PAL PEDIA
RAD228011,XRAY-CHEST PAL (PEDIA)
RAD2281,XRAY-CHEST PAL ADULT (FILM)
RAD2287,XRAY-KNEE APL/SKYLINE (MERCHANT) VIEW - UNILATERAL
RAD2298,XRAY-PLAIN ABDOMEN AP
RAD2299,XRAY-CHEST (PEDIA)
RAD2306,XRAY-CHEST AP/PA/L/O
RAD2309,XRAY-DIGITAL THORACO LUMBAR 4 FILMS
RAD2311,XRAY-CHEST PAL (ADULT) FEMALE
RAD2314,XRAY-CHEST AP (BEDSIDE)
RAD2316,XRAY-LUMBOSACRAL SPINE APL UPRIGHT
RAD23308,XRAY- ABDOMEN
RAD2448,XRAY-RIBS DETAIL AP
RAD25121,XRAY ANKLE APL BILATERAL
RAD2512100,XRAY ANKLE BILATERAL
RAD2529,XRAY-CHEST PA OBLIQUE
RAD2594,XRAY-CERVICAL SPINE APL OR BOTH OBLIQUE (FILMLESS)
RAD26011,XRAY- LUMBOSACRAL SPINE APL-O
RAD26021,XRAY LUMBOSACRAL SPINE APL-OBLIQUE
RAD2603,XRAY-SACROCOCCYX APL
RAD26061,XRAY-THORACIC SPINE APL
RAD2612,XRAY-FOREARM APL UNILATERAL
RAD26122,XRAY-FOREARM APL
RAD2613,XRAY-HAND APL UNILATERAL
RAD2615,XRAY-OBLIQUE VIEW
RAD2635,XRAY-THORACO LUMBO SACRAL SPINE AP
RAD2637,XRAY-SHOULDER JOINT APL VIEW UNILATERAL
RAD2640,XRAY-UPPER ARM/HUMERUS - APL VIEW (UNILATERAL)
RAD26401,XRAY - ARM APL
RAD2644,XRAY-CHEST APL (PEDIA)
RAD2651,XRAY-CHEST (AP/PA/L/O)14X17
RAD2653,XRAY-CHEST APICOLORDOTIC 14X17
RAD2664,XRAY-CHEST (P/L & LOR) - ADULT
RAD2666,XRAY-DIGITAL ABDOMEN AP ONLY
RAD2667,XRAY-DIGITAL ABDOMEN UPRIGHT & SUPINE
RAD2684,XRAY-DIGITAL FEMUR BIL
RAD2687,XRAY-DIGITAL FOOT AP-LAT (BILATERAL)
RAD2702,XRAY-DIGITAL PELVIS (AP & FROG LEG POS)
RAD2707,XRAY-DIGITAL SHOULDER AP ONLY
RAD2708,XRAY-DIGITAL SHOULDER BILATERAL
RAD2718,XRAY-ERCP (LIMITED TO 5 MINS)
RAD2719,XRAY-ERCP (PER 30 SECS)
RAD2728,XRAY-THORACOLUMBAR 4 FILMS
RAD2731,XRAY-DIGITAL PARANASAL SINUSES
RAD27344,XRAY RIGHT KNEE APL
RAD2738,XRAY-HAND PA/LAT/OBLIQUE (UNILATERAL)
RAD2741,X-RAY-CERVICAL SPINE AP
RAD2742,"X-RAY-CHEST (AP/PA/DECUBITUS, L/O) 14X17"
RAD2743,X-RAY-CHEST AP/LAT
RAD2748,XRAY-EXTREMITY LEFT LEG AP/LAT
RAD2753,X-RAY-PELVIC AP/L
RAD2755,XRAY-SHOULDER AP (UNILATERAL)
RAD2759,X-RAY-BS UPPER EXT (ELBOW AP/LAT)
RAD2766,X-RAY-CHEST (AP/PA/L/O) 14X17
RAD2767,X-RAY-CHEST APICOLORDOTIC 14X17
RAD2770,X-RAY-CHEST PA RO
RAD2794,XRAY-FOOT LATERAL VIEW (UNILATERAL)
RAD2807,XRAY-CHEST PA LATERAL WITH OBLIQUES (BILATERAL)
RAD2809,XRAY-CHEST PA & LATERAL AND APICOLORDOTIC
RAD2816,XRAY-LUMBO SACRAL VERTEBRAE STANDING
RAD2818,XRAY-LUMBO SACRAL VERTEBRAE STANDING WITH OBLIQUES
RAD2822,XRAY-ABDOMEN UPRIGHT AND SUPINE (10 X 12)
RAD2824,XRAY-HAND/FINGER UNILATERAL
RAD2830,XRAY-THORACOLUMBAR APL STANDING
RAD2834,XRAY-CERVICO THORACIC SPINE APL
RAD2842,RENAL CORTEX SCINTIGRAPHY (DMSA)
RAD2901,X-RAY- LUMBOSACRAL SPINE (LSS) APL W/ PELVIS
RAD2924,X-RAY-CERVICAL AP/LAT
RAD2926,XRAY-THORACIC BONY CAGE AP(TBC)
RAD2940,XRAY-SOFT TISSUE NECK
RAD2941,XRAY-THORACIC VERTEBRAE STANDING
RAD2943,XRAY-SOFT TISSUE NECK LATERAL
RAD2949,XRAY-BREAST
RAD2971,XRAY-CHEST APL (12 YRS OLD AND BELOW)
RAD2982,XRAY-PELVIS SACROCOCCYGEAL AP
RAD2986,XRAY-PELVIS JUDET VIEW
RAD2993,XRAY-SKULL APL
RAD3061,CHEST LAT W/ CR FILM
RAD3172,XRAY-THORACO LUMBAR SPINE AP
RAD3174,XRAY-KNEE EXTREMITIES
RAD3185,INTENSITY-MODULATED RADIATION THERAPY (IMRT) SIMPLE
RAD3186,CT SIMULATION (IMRT COMPLEX)
RAD3188,XRAY-NECK APL
RAD3194,XRAY-APICOGRAM
RAD3196,BEDSIDE XRAY-ABDOMEN FLAT (KUB)
RAD3199,BEDSIDE XRAY APICOGRAM
RAD3203,BEDSIDE XRAY-CHEST (PEDIATRIC)
RAD32251,XRAY-KNEE APL
