"cptcode","cptdesc"
RAD3203,BEDSIDE XRAY-CHEST (PEDIATRIC)
RAD3205,BEDSIDE XRAY-EXTREMITIES-ANKLE
RAD32251,XRAY-KNEE APL
RAD3264,BEDSIDE XRAY-EXTREMITIES-FINGER
RAD3265,BEDSIDE XRAY-EXTREMITIES-SHOULDER
RAD32651,XRAY-EXTREMITIES SHOULDER
RAD3267,XRAY-WRIST (UNILATERAL) PORTABLE/MOBILE/BEDSIDE
RAD3278,BEDSIDE XRAY-SPINE CERVICAL
RAD32781,XRAY-CERVICAL SPINE
RAD3279,XRAY-BEDSIDE SPINE CERVICAL (TRAUMA SERIES)
RAD3281,BEDSIDE XRAY-SPINE LUMBO-SACRAL
RAD3282,XRAY-LUMBOSACRAL SPINE ORTHOPEDIC (BEDSIDE)
RAD3285,BEDSIDE XRAY-SPINE THORACIC
RAD3289,BEDSIDE XRAY-VCUG (GENITO-URINARY)
RAD33010,X-RAY- HAND/FINGER/TOE
RAD33017,XRAY-DIGITAL ELBOW AP/LAT UNILATERAL
RAD33018,XRAY-KNEE (BILATERAL) DIGITAL
RAD3347,BEDSIDE HOLTER MONITORING
RAD3351,HOLTER MONITORING/ECG RECORDING (24 HOURS)
RAD3380,XRAY-FACIAL MANDIBLE 
RAD340,"XRAY- LEFT FEMUR, AP LAT"
RAD3441,XRAY LEFT ELBOW APL
RAD3461,XRAY-ABDOMEN SUPINE UPRIGHT
RAD3698,XRAY-APICOGRAM
RAD3760,XRAY-KNEE APL STANDING SUNRISE (UNILATERAL)
RAD3769,XRAY-MERCHANT/SUNRISE VIEW
RAD3773,XRAY-ABDOMEN SUPINE & UPRIGHT APL
RAD3804,XRAY-LUMBOSACRAL APL 11X14 (PEDIA)
RAD3857,XRAY-CHEST RIB THORACIC CAGE AP
RAD3863,XRAY-CHEST PAL PEDIA (PORTABLE)
RAD3863564,XRAY-SKULL APL
RAD3867,XRAY-LEG EXTREMITIES BILATERAL
RAD38681,XRAY-HAND AND WRIST AP LAT
RAD387,XRAY THORACIC CAGE APL
RAD3870,XRAY-HAND AP-O BILATERAL
RAD38760,XRAY-THORACIC CAGE AP
RAD3877,XRAY-SHOULDER EXTERNAL AND INTERNAL ROTATION AP-BILATERAL
RAD3880,XRAY-CHEST PA VIEW (ADULT)
RAD388055,XRAY-CHEST PA VIEW 14X17 (ADULT)
RAD3881,XRAY-CHEST PA VIEW (CHILD)
RAD3883,BONE MINERAL DENSITY STUDIES
RAD3889,XRAY-CERVICAL APL (ADULT) (PORTABLE)
RAD3890,XRAY-CERVICAL APL-O 11X14 (PORTABLE)
RAD3893,XRAY-CHEST PA 11X14 (PEDIA-PORTABLE)
RAD3894,XRAY-FEMUR APL 11X14 (PORTABLE)
RAD3899,XRAY-FOOT APO (LAT FOR FOREIGN BODY LOC) (PORTABLE
RAD3910,XRAY-SHOULDER AP (ROTATIONAL OPTION)
RAD3913,XRAY-NECK LAT (SOFT TISSUE) (PORTABLE)
RAD3914,XRAY - CHEST SPOT FILM
RAD3933,XRAY-HIP CROSSTABLE LATERAL (UNILATERAL)
RAD3934101,XRAY-LUMBAR
RAD3936,XRAY LUMBOSACRAL APL
RAD39361,XRAY LUMBOSACRAL VERTEBRAE W/ OBLIQUES
RAD39366,XRAY-LUMBOSACRAL APL WITH FLEXION
RAD3937,XRAY HIPS BILATERAL AP
RAD3940,XRAY-SOFT TISSUE NECK-NASOPHARYNX
RAD3942,XRAY-KUB 14X17
RAD3948,XRAY - THORACIC SPINE
RAD3949,IMRT SIMPLE TREATMENT-PELVIS
RAD3950,ULTRASOUND-NECK MASS
RAD3957,XRAY-CHEST APICOLORDOTIC VIEW/SPOT FILM 11X14
RAD3962,XRAY-LUMBOSACRAL SPINE AP LATERAL 10X12
RAD3975,XRAY-PLAIN ABDOMEN (ADULT) 14X17
RAD39760,XRAY-THORACIC CAGE (T-CAGE)
RAD3999,XRAY-CERVICAL SPINES - ROUTINE
RAD4000,XRAY-CERVICAL SPINE AP LATERAL
RAD4002,XRAY-CERVICAL SPINE ROUTINE WITH OPEN MOUTH
RAD4004,CERVICO-THORACIC L-S APL
RAD4017,XRAY-FOOT BILATERAL APL W/ BEARING
RAD4018,XRAY-FOOT APL UNILATERAL
RAD4027,XRAY-HANDS UNILATERAL AP & OBLIQUE
RAD4029,XRAY-HANDS BILATERAL AP & OLIQUE
RAD4032,XRAY-HIP JOINT AP
RAD4033,XRAY-HIP JOINT AP & FROG LEG
RAD4039,XRAY-HYSTEROGRAM WITH CONTRAST
RAD4044,KNEE JOINT UNILATERAL APL
RAD4046,XRAY-KNEE JOINTS/PATELLA SKYLINE & LATERAL
RAD4047,XRAY-KNEE JOINTS SKYLINE VIEW ONLY
RAD4049,XRAY-KNEE JOINTS APL W/ BEARING
RAD4052,XRAY-LUMBAR SPINES APL STEREO
RAD4053,XRAY-LUMBOSACRAL SPINE LATERAL
RAD4054,XRAY-LUMBOSACRAL SPINES AP
RAD4059,XRAY-PLAIN ABDOMEN SUPINE & DECUBITUS
RAD4062,XRAY-RADIO-ULNA UNILATERAL APL
RAD4063,XRAY-FOREARM/RADIUS ULNA (AP VIEW) UNILATERAL
RAD4066,XRAY - RIBS AP & OBLIQUE
RAD4068,XRAY-SACRO-ILIAC JOINT AP & OBLIQUES
RAD4080,XRAY-THORACIC SPINES APL (STEREO)
RAD4083,XRAY - THORACO-LUMBAR SPINES AP
RAD4087,XRAY-TOWNES VIEW
RAD4106,Y SCAPULAR VIEW
RAD410811,DEXA SCAN BONE DENSITY LUMBAR SPINE
RAD4109,XRAY-CHEST APL (ADULT)
RAD4110,XRAY-CHEST PA 14X14
RAD4112,XRAY-LUMBOSACRAL SPINE SERIES
RAD41121,XRAY-LUMBOSACRAL SPINE
RAD4114,CENTRAL DXA WITH FOREARM
RAD4116,XRAY HIP JOINT
RAD4119,XRAY-MANDIBLE
RAD4120,XRAY-CHEST RIB APO
RAD4121110414,XRAY-CHEST RIB
RAD4122,"XRAY-SHOULDER INTERNAL, EXTERNAL, NEUTRAL"
RAD4123,XRAY-FINGER OR TOE
RAD4147,XRAY-ABDOMEN AP 11X14 PEDIA
RAD4149,XRAY-ABDOMEN UPRIGHT & SUPINE 2 PLATES 14X17
RAD4154,XRAY-ANKLE AP/LATERAL 2 IN 1 10X12 (UNILATERAL)
RAD4156,XRAY-APICO LORDOTIC VIEW 10X12
RAD4172,XRAY-CERVICAL AP LATERAL 2 PLATE 10X12
RAD4178,XRAY-CHEST AP 14X17
RAD4184,XRAY-CHEST LATERAL VIEW 14X17
RAD4195,XRAY-FEMUR AP/L 14X17 2 IN 1 (UNILATERAL)
RAD4209,XRAY-HAND AP/O LEFT 2 IN 1 10X12 (UNILATERAL)
RAD4243,XRAY-MAMMOGRAPHY (SINGLE)
RAD4250,XRAY-CERVICAL SPINE OBLIQUE
RAD4256,XRAY-EXTREMITIES - HAND/FINGERS/TOE
RAD4279,XRAY-PORTABLE
RAD4280,"XRAY- ANKLE MORTISE (AP/PA, L, O)~XRPN"
RAD4313,XRAY-C-ARM USE
RAD4316,XRAY-CERVICAL
RAD4318,XRAY-FACIAL MANDIBLE
RAD4321,XRAY-LATERAL DECUBITUS
RAD43231,XRAY-KNEE SUNRISE VIEW
RAD4328,XRAY-SHOULDER 3 VIEWS
RAD4330,XRAY-SKELETAL SURVEY (ADULT)
RAD4357,XRAY-PARANASAL SINUSES- ENT ADDITIONAL VIEW
RAD4373,XRAY-CERVICAL SPINE APL-NECK 
RAD4376,XRAY-ABDOMEN-UPRIGHT & SUPINE (14X17) 
RAD4377,XRAY-KUB AP
RAD4379,XRAY-CHEST SPOT VIEW
RAD4383,XRAY-CERVICAL SPINE LATERAL OBLIQUE
RAD4400,"XRAY-ANKLE MORTISE (AP/PA, L/O)~XRPN"
RAD4402,"XRAY-ANKLE MORTISE (AP/PA,L,O)~XRPN-FILM [8X10 (3)"
RAD4412,"XRAY-CHEST (AP/PA, L, O)~XRPN"
RAD4413,"XRAY-CHEST (AP/PA, L, O)~XRPN-FILM [14X17 (3)]"
RAD4414,XRAY-CHEST (AP/PA/L/O)~XRPN-FILM [14X17 (1)]
RAD4415,XRAY-CHEST APICOLORDOTIC~XRPN-FILM [8X10 (1)]
RAD4416,XRAY-CHEST BUCKY~XRPN-FILM [14X17 (1)]
RAD4420,"XRAY-ELBOW (AP/PA, L, O)~XRPN-FILM [8X10 (2)]"
RAD4424,"XRAY-FOOT (AP/PA, L, O)~XRPN-FILM [8X10 (3)]"
RAD4425,"XRAY-FOOT (AP/PA, L/O)~XRPN-FILM [14X17 (1)]"
RAD4431,XRAY-KNEE MERCHANT''S VIEW~XRPN-FILM [8X10 (2)]
RAD4432,"XRAY-KNEES AP/PA, L, O (8X10)"
RAD4433,"XRAY-KNEES (AP/PA, L/O)~XRPN-FILM [14X17 (1)]"
RAD4434,"XRAY-LEG (AP/PA, L, O)~XRPN-FILM [14X17 (2)]"
RAD4452,"XRAY-PELVIS/HIP/HIP JOINT(AP/PA, L/O)~XRPN"
RAD4456,XRAY-PNS (WATER''S VIEW ONLY)~XRPN-FILM [8X10 (1)]
RAD4461,"XRAY-SACRUM-COCCYX (AP/PA, L/O)~XRPN"
RAD4468,"XRAY-SHOULDER (AP/PA, L)~XRPN-FILM [8X10 (2)]"
RAD4469,XRAY-SHOULDER (AP/PA/L)~XRPN-FILM [8X10 (1)]
RAD4474,"XRAY-THORACOLUMBAR (AP/PA, L)~XRPN-FILM [14X17 (1)]"
RAD4475,"XRAY-THORACO-LUMBAR (AP/PA, L)~XRPN-FILM [14X17 (1)]"
RAD4482,"XRAY-VERTEBRAE, THORACIC (AP/PA/L)~XRPN"
RAD4488,"XRAY-THORACIC CAGE VERTEBRAE (AP/PA, L, O)~XRPN-F"
RAD4491,"XRAY-VERTEBRAE, THORACIC CAGE (AP/PA/L)~XRPN"
RAD4495,"XRAY-VERTEBRAE, THORACIC SPINE (AP/PA, L)~XRPN"
RAD4505,"XRAY-WRIST/HAND (AP/PA, L, O)~XRPN"
RAD4506,"XRAY-WRIST/HAND (AP/PA, L, O)~XRPN-FILM [8X10 (3)]"
RAD4507,"XRAY-WRIST/HAND (AP/PA, L/O)~XRPN"
RAD4508,"XRAY-WRIST/HAND (AP/PA, L/O)~XRPN-FILM [8X10 (1)]"
RAD4509,XRAY-WRIST/HAND (AP/PA/L/O)~XRPN
RAD4511,XRAY-ZYGOMA BASAL VIEW (SMV)~XRPN
RAD4521,"XRAY- PARANASAL SINUSES (PNS) (AP/PA, WATERS, L)~XRPN-FILM [8X10 (3)]"
RAD455557,RIGHT FOOT  MRI  PLAIN
RAD455578,CT SCAN CHEST PLAIN
RAD45557855,APICOLORDOTIC XRAY
RAD4566,XRAY-ABDOMINAL SUPINE LATERAL
RAD4571,XRAY-ABDOMEN SUPINE AND UPRIGHT 11X14
RAD4577,XRAY- ANKLE MORTISE (UNILATERAL)
RAD4578,XRAY- BARIUM ENEMA WATER SOLUBLE
RAD4584,XRAY- ESOPHAGOGRAM WATER SOLUBLE
RAD4585,XRAY- ESOPHAGOGRAM
RAD4589,XRAY-KNEE WITH SKYLINE/MERCHANT (UNILATERAL)
RAD4590,XRAY-LUMBO SACRAL VERTEBRAE
RAD4591212613,XRAY-RIGHT HAND APL OBLIQUE
RAD4592,XRAY- SHOULDER JOINT AP (BILATERAL)
RAD4594,XRAY- ANKLE (RIGHT)
RAD4596,XRAY-CHEST WITH RIGHT LATERAL DECUBITUS
RAD4598,XRAY- CLAVICLE (UNILATERAL)
RAD45981,XRAY LEFT HAND APL
RAD4599,XRAY-RADIUS ULNA APL BILATERAL
RAD4602,XRAY- LUMBO-SACRAL WITH FLEXION AND EXTENSION
RAD4603,XRAY- APICOLORDOTIC VIEW
RAD4610,XRAY- CHES PA (MOBILE X-RAY)
RAD4624,XRAY- ABDOMEN LATERAL PORTABLE
RAD4625,XRAY- ABDOMEN SUPINE/ LATERAL (CHILD)
RAD4626,XRAY- ABDOMEN SUPINE/ UPRIGHT (CHILD)
RAD463,XRAY- ELBOW PORTABLE
RAD4630,XRAY- CHEST PORTABLE CHEST AP (CHILD 0-12 YRS OLD)
RAD46341,XRAY-C-ARM USE (1ST 2HRS)
RAD46361,XRAY- WHOLE ABDOMEN UPRIGHT AND SUPINE
RAD4639,XRAY- ADDITIONAL FILM
RAD46481,XRAY-KNEE STANDING VIEW AND SKYLINE VIEW
RAD465,XRAY- CHEST PA (PORTABLE)
RAD4657,XRAY-CERVICAL AP-L (PORTABLE)
RAD4664,XRAY-ESOPHAGUS
RAD4666,XRAY-PELVIMETRY
RAD4667,XRAY- FLAT PLATE (KUB) OR PELVIC
RAD4669,XRAY-THIGH APL (UNILATERAL)
RAD4678,XRAY-CHEST PAL (CHILDREN UP TO 12 Y.O.)
RAD4710,XRAY-HIP APL UNILATERAL
RAD4713,XRAY- BEDSIDE/PORTABLE SERVICE FEE
RAD4723,XRAY-FOOT AP OBLIQUE UNILATERAL
RAD4725,XRAY- SPOT FILM
RAD4726,XRAY- SPOT/ ADDITIONAL VIEW
RAD4732,XRAY- SPOT FILM
RAD4742,XRAY-CHEST APL INFANT
RAD4743,XRAY-CHEST PAL INFANT
RAD4746,XRAY-RIGHT FOOT APO
RAD47471,XRAY-HAND APO
RAD4753,XRAY-PORTABLE CHARGE
RAD4756,XRAY-SUNRISE VIEW -UNILATERAL
RAD4759,XRAY-THORACO-LUMBAR SERIES
RAD4765,XRAY-CERVICAL APL (2 FILMS)
RAD4770, XRAY - WRIST PA-OBLIQUE LATERAL
RAD4777556,CT SCAN WHOLE OF ABDOMEN W/ IV CONTRAST TRIPLE PHASE
RAD4783,XRAY-HIP JT. AP
RAD4784,XRAY-ABDOMEN SUPINE/UPRIGHT DECUBITUS (PORTABLE)
RAD4794,XRAY-CHEST PAL PEDIA STAT
RAD4798,XRAY-LEG (TIBIA / FIBULA) (BILATERAL /APL)
RAD4810,XRAY-CHEST LATERAL (BILATERAL)
RAD4821,XRAY-THORACOLUMBAR PA
RAD4825,XRAY-CHEST PA & LATERAL (5 YRS ABOVE)
RAD48300,XRAY-ABDOMINAL UPRIGHT SUPINE
RAD4832,XRAY CHEST AP/PA/LATERAL
RAD4838,XRAY-LEG
RAD4869,XRAY- CLAVICLE AP BILATERAL
RAD4871,LUMBAR SPINE AND HIPS BONE MINERAL DENSITOMETRY
RAD4875,XRAY - THIGH/FEMUR APL UNILATERAL
RAD4876,XRAY-FROG LEG VIEW
RAD4877,SESTAMIBI
RAD4878,XRAY-KNEE AP (STANDING) BILATERAL
RAD4884,XRAY-CERVICAL SPINE APL
RAD4886,XRAY-THORACO LUMBAR SPINE APL-PEDIA
RAD48888,XRAY-HAND APL BILATERAL
RAD4904,IMRT SIMPLE TREATMENT-BREAST (ADDITIONAL)
RAD4906,XRAY-CHEST APICAL SERIES
RAD4907,XRAY-CHEST BUCKY AP OBLIQUE
RAD491,ULTRASOUND-PELVIS (NON-GRAVID)
RAD4930,XRAY-SCAPULA AP/Y
RAD4933,XRAY- SHOULDER GRASHEY VIEW
RAD4936,XRAY- SHOULDER SERIES BILATERAL
RAD4939,XRAY- THORACO LUMBAR BENDING BILATERAL
RAD4944,XRAY-WRIST APL-O (BILATERAL)
RAD4965,XRAY-ELBOW APL VIEW (BILATERAL) DIGITAL/FILMLESS
RAD4970,XRAY-CHEST PA WITH T-CAGE
RAD49701,XRAY-PNS
RAD4974,XRAY-SHOULDER APY
RAD4976,HEAD PLAIN STUDIES- STAT
RAD49766,"XRAY- PNS (AP/PA, WATERS, L)~XRPN"
RAD4977,XRAY-DIGITAL FEMUR UNI
RAD498,XRAY-SACRUM AND COCCYX
RAD49854,XRAY-LEFT ELBOW APL
RAD4986,XRAY-CHEST WITH NIPPLE MARKER
RAD4987,XRAY-CHEST-RIBS AP
RAD4989,XRAY-CERVICAL COMPLETE
RAD49910,XRAY-FOOT APOL
RAD4992,XRAY-FOOT APOL (UNILATERAL)
RAD49921,XRAY -FOOT APOL ( BILATERAL )
RAD5000,"XRAY- ABDOMEN, PLAIN (FLAT & UPRIGHT)~XRPN-FILM [1"
RAD5008,"XRAY-VERTEBRAE, CERVICAL (AP/PA, L, O)~XRPN"
RAD5014,XRAY-KNEE SKYLINE VIEW~XRPN
RAD5015,XRAY-LEG (AP/PA/L/O)~XRPN
RAD5024,"XRAY-VERTEBRAE, LUMBO-SACRAL (O)~XRPN"
RAD5029,XRAY-CHEST APL - MOBILE
RAD503,XRAY-LUMBAR SPINE
RAD5030,XRAY-CERVICAL APL - MOBILE
RAD5035,"XRAY-ELBOW (AP/PA, L, O)~XRPN"
RAD5041,"XRAY- VERTEBRAE, THORACIC (AP/PA, L, O)~XRPN"
RAD5042,"XRAY- VERTEBRAE, THORACIC SPINE (AP/PA, L, O)~XRPN"
RAD5053,XRAY- LUMBOSACRAL SPINE - SCOLIOTIC STUDY
RAD5072,"XRAY-ABDOMEN, AP & LATERAL DECUBITUS (2- 14X17)"
RAD5075,XRAY-CERVICAL APL OBL BILATERAL (10X12)
RAD5076,XRAY-FACIAL BONE AP/LATERAL( 2-10X12)
RAD5077,XRAY-FOOT SERIES APOL
RAD5078,XRAY-HAND APOL SERIES
RAD5079,XRAY-HAND SERIES-(AP/OBL/LATERAL)( 2-10X12 )
RAD5083,XRAY-KNEE SERIES( 1-10X12 & 1-11X14)
RAD5092,XRAY-PARANASAL SERIES (3 -10X12)
RAD5098,XRAY-TMJ SERIES
RAD51011,XRAY-ABDOMEN FLAT AND UPRIGHT (ADULT)
RAD5108461,SCOLIOSIS XRAY SERIES
RAD5111,XRAY- PLAIN ABDOMEN (10 YEARS OLD BELOW)
RAD5125,XRAY- SKULL APL
RAD5133,XRAY- CERVICAL AP-L WITH 1 OBLIQUE VIEW
RAD51390,XRAY RIGHT KNEE JOINT APL
RAD514512,XRAY - RIGHT HAND PA OBLIQUE
RAD5153,XRAY-SCOLIOSIS AP LATERAL
RAD5171,XRAY- ARM / HUMERUS LATERAL R/L
RAD5183,XRAY- FEMUR/THIGH LATERAL R&L
RAD52020,XRAY- LUMBOSACRAL AP
RAD5204,XRAY LEFT WRIST
RAD5211,"XRAY- PARANASAL SINUSES (WATERS, CALDWELLS)"
RAD5227,SPINE SCREENING SURVEY
RAD5235,X-RAY-HIPS
RAD5242,XRAY-SOFT TISSUE LATERAL AND WATER VIEW
RAD5274,XRAY-CHEST PAL (0-13 YRS OLD)
RAD5275,XRAY-CHEST APL (0-13 YRS OLD)
RAD5282,XRAY-ARM APL (PORTABLE)
RAD5320,XRAY-LEFT LEG APL ( PORTABLE )
RAD5325412,XRAY RIGHT ANKLE APL MORTISE
RAD533901,XRAY-LEFT FOREARM APL
RAD5349000,XRAY RIGHT ANKLE APL
RAD53641,XRAY-KNEE SKYLINE VIEW
RAD5367,XRAY-ABDOMEN SUPINE AND LATERAL ( PORTABLE )
RAD5374,XRAY-SUNRISE VIEW
RAD5393,XRAY-ABDOMEN UPRIGHT LATERAL VIEW
RAD5420,XRAY-RIGHT FOOT APL
RAD543701,X-RAY-ELBOW
RAD5445,XRAY-SACRUM AP
RAD5462,XRAY-LEFT FOOT APO
RAD5476,XRAY-LEFT FOOT APL OBL.
RAD5484,XRAY-LEFT WRIST AP
RAD5486,XRAY-BOTH KNEES APL (AT OR)
RAD5499,XRAY-BOTH FEET AP
RAD5506,XRAY-LEFT FOOT APL
RAD5512,XRAY-LEFT THIGH/FEMUR AP
RAD5514,XRAY-LEFT ANKLE APL
RAD5526,XRAY-RIGHT WRIST AP
RAD55600,XRAY-LEFT ANKLE AP LAT MORTISE VIEW
RAD5561,XRAY-LEFT ANKLE AP MORTISE VIEW
RAD5567,XRAY-LEFT LEG APL
RAD5577,XRAY-RIGHT LEG APL
RAD55790,XRAY-ABDOMEN AP UPRIGHT VIEW
RAD5588,XRAY-FILM PRINTING
RAD55887,XRAY-CHEST DECUBITUS
RAD55901,XRAY - FEMUR
RAD55902,XRAY - KNEE ( LEFT )
RAD559021,XRAY-KNEE (UNILATERAL)
RAD5596,XRAY-LUMBOSACRAL APL (PORTABLE)
RAD5599,XRAY-THORACIC SPINE APL (PORTABLE)
RAD5600,XRAY-CERVICAL SPINE APL (PORTABLE)
RAD5603,XRAY-BOTH ANKLE APL
RAD5604,XRAY-ABDOMEN SUPINE AND/OR UPRIGHT (PORTABLE)
RAD5606,XRAY-ADDITIONAL VIEW
RAD5612,XRAY-LEFT KNEE APL
RAD5624,XRAY- APICOLORDOTIC
RAD5626,XRAYLUMBOSACRAL SPINE LATERAL
RAD5630,XRAY- THORACIC APL
RAD5642,XRAY- HANDS/FINGERS/TOES
RAD5662,XRAY- LORDOTIC VIEW
RAD5668,XRAY- KNEE APL AXIAL BILATERAL
RAD56811,XRAY OF THORACOLUMBAR SPINE APLAT
RAD5695,XRAY- MAXILLARY
RAD57041,XRAY-LUMBOSACRAL APLO
RAD5708,XRAY-REGIONAL SPECT WITHOUT CONTRAST
RAD5713,XRAY-SHOULDER AP AND SCAPULA Y WITH COMPUTED RADIOGRAPHY (CR)
RAD5715,XRAY-KNEE SUNRISE/SKYLINE UNILATERAL
RAD5746,XRAY-FLUOROSCOPY (5 MINS.)
RAD5781,XRAY - THORACIC AP OR LATERAL
RAD5793,XRAY-PELVIS CROSSTABLE
RAD5796,XRAY-ABDOMEN AP/L UPRIGHT
RAD5805,XRAY-CHEST AP (ADULT)
RAD5833,XRAY-LUMBOSACRAL APL WITH FLEXION & EXTENSION
RAD5838,XRAY-THIGH (PEDIA) BILATERAL
RAD5863,XRAY-SHOULDER INTERNAL AND EXTERNAL ROTATION (UNILATERAL)
RAD588211,XRAY RIGHT ANKLE JOINT APL
RAD59120010,XRAY-WHOLE ABDOMEN FLAT PLATE
RAD5917,XRAY-CHEST AP/L PORTABLE
RAD5921,XRAY - MAMMOGRAM W/ TOMOSYNTHESIS
RAD592220,XRAY RIGHT HAND APO
RAD5924,XRAY-PARANASAL COMPLETE
RAD5927,"XRAY-ABDOMEN, PLAIN (FLAT & UPRIGHT)~XRPN"
RAD5928,"XRAY-ABDOMEN, PLAIN (FLAT & UPRIGHT)~XRPN-FILM [14X17 (2)]"
RAD5929,"XRAY-ABDOMEN, PLAIN (AP/PA)~XRPN-FILM [14X17 (1)]"
RAD5930,"XRAY-ANKLE MORTISE (AP/PA, L/O)~XRPN-FILM [8X10 (2)]"
RAD5934,"XRAY-VERTEBRAE, CERVICAL (AP/PA, L)~XRPN-FILM [8X10 (2)]"
RAD5937,"XRAY-CHEST (AP/PA/DECUBITUS, L/O)~XRPN"
RAD5938,"XRAY-CHEST (AP/PA/DECUBITUS, L/O)~XRPN-FILM [14X17 (2)]"
RAD5942,XRAY-PELVIS/HIP/HIP JOINT (AP/PA)~XRPN-FILM [14X17 (1)]
RAD5944,"XRAY-VERTEBRAE, LUMBO-SACRAL (AP/PA, L)~XRPN-FILM [14X17 (1)]"
RAD5949,"XRAY-VERTEBRAE, THORACIC CAGE (AP/PA/L)~XRPN-FILM [14X17 (1)]"
RAD5950,"XRAY-VERTEBRAE, CERVICAL (AP/PA, L, O)~XRPN-FILM [14X17 (1)]"
RAD5951,"XRAY-VERTEBRAE, LUMBAR (AP/PA, L, O)~XRPN-FILM [14X17 (2)]"
RAD5952,"XRAY-VERTEBRAE, THORACIC (AP/PA, L)~XRPN-FILM [14X17 (1)]"
RAD5962,"XRAY-VERTEBRAE, CERVICAL (AP/PA, O)~XRPN-FILM [8X10 (2)]"
RAD5964,"XRAY-VERTEBRAE, LUMBAR (AP/PA, O)~XRPN-FILM [14X17 (2)]"
RAD5981,"XRAY-KNEES (AP/PA, L/O)~XRPN-FILM [14X17 (1)] - MOBILE"
RAD5982,"XRAY-VERTEBRAE, LUMBO-SACRAL (AP/PA, L)~XRPN - MOBILE"
RAD5983,"XRAY-VERTEBRAE, LUMBO-SACRAL (AP/PA, L)~XRPN-FILM [14X17 (1)] - MOBILE"
RAD5984,XRAY-CHEST APICOLORDOTIC~XRPN
RAD5986,XRAY-CHEST BUCKY~XRPN
RAD5988,"XRAY-FOOT (AP/PA, L/O)~XRPN"
RAD5989,XRAY-PELVIS/HIP/HIP JOINT (AP/PA)~XRPN
RAD5990,XRAY-FROGLEG (AP/PA)~XRPN
RAD5991,XRAY-KNEE MERCHANT''S VIEW~XRPN
RAD5992,XRAY-FOOT (AP/PA/L/O)~XRPN
RAD5993,"XRAY-KNEES (AP/PA, L, O)~XRPN"
RAD5994,XRAY-KUB~XRPN
RAD6001,"XRAY-PNS (AP/PA, WATERS, L)~XRPN"
RAD6002,XRAY-PARANASAL SINUSES (PNS) (WATER''S VIEW ONLY)~XRPN
RAD6003,XRAY-SCOLIOTIC SERIES (6 FILMS)~XRPN
RAD6005,"XRAY-SKULL (AP/PA, L)~XRPN"
RAD6007,"XRAY-THORACO-LUMBAR (AP/PA, L)~XRPN"
RAD6012,XRAY-FOREARM (AP/PA/L/O)~XRPN
RAD6013,"XRAY-FOREARM (AP/PA, L/O)~XRPN"
RAD6017,"XRAY-FOOT (AP/PA, L, O)~XRPN"
RAD6017000,XRAY FOOT AP
RAD6018,"XRAY-FOREARM (AP/PA, L, O)~XRPN"
RAD6020,XRAY-KNEE SKYLINE/MERCHANT VIEW (8X10)
RAD6022,"XRAY-PELVIS/HIP/HIP JOINT (AP/PA, L, O)~XRPN"
RAD6026,"XRAY-THORACO-LUMBAR (AP/PA, L, O)~XRPN"
RAD6045,XRAY-LUMBOSACRAL APL - MOBILE
RAD6050,"XRAY-THORACO-LUMBAR (AP/PA, L)~XRPN - MOBILE"
RAD6051,XRAY-CHEST (AP/PA/L/O) ~ XPRN - MOBILE
RAD6052,XRAY-ABDOMEN SUPINE & UPRIGHT - MOBILE
RAD6054,"XRAY-CHEST (AP/PA/DECUBITUS, L/O)~XRPN - MOBILE"
RAD6056,XRAYCHEST APICOLORDOTIC~XRPN - MOBILE
RAD6059,XRAY-PARANASAL SINUS (PNS) (WATER''S VIEW ONLY)~XRPN - MOBILE
RAD6060,XRAY-ABDOMEN SUPINE - MOBILE
RAD6062,XRAY-HAND APO - MOBILE
RAD6069,XRAY-SHOULDER APO - MOBILE
RAD6085,XRAY-PELVIS APL - MOBILE
RAD6086,XRAY-HIP AP - MOBILE
RAD6106,XRAY-CHEST APL (CHILD)
RAD6107,XRAY-CHEST PAL (CHILD)
RAD6108,XRAY-KNEE EXTREMITIES
RAD61114,CHEST XRAY PAL
RAD6123,XRAY-CHEST PA (P.E.)
RAD6132,X-RAY- ARM APL LEFT
RAD6167,XRAY-FINGER AP OBLIQUE
RAD6179,XRAY-THORACO LUMBOSACRAL APL
RAD6209,XRAY-CHEST PA/AP PORTABLE
RAD6248,XRAY-PROXIMAL AND DISTAL COLONOGRAM
RAD6250,XRAY-ABDOMEN UPRIGHT
RAD6326,XTARY-	CHEST PA & LATERAL - STAT
RAD6327,XRAY-MOBILE
RAD6340,XRAY-CHEST AP/PA/LATERAL (PORTABLE)
RAD6374,XRAY-ANKLE JOINT APL UNILATERAL
RAD6390,XRAY-LEG (TIBIA/FIBULA) AP/L
RAD6393,"XRAY-HAND AP, LAT, & OBLIQUE (PORTABLE/MOBILE)"
RAD6399,XRAY-BOTH FOOT AP/OBLIQUE/LATERAL
RAD6409,XRAY-EXTREMITIES ANKLE
RAD6410,XRAY-EXTREMITIES ARM
RAD6411,XRAY-EXTREMITIES ELBOW
RAD6412,XRAY-EXTREMITIES FEMUR
RAD6413,XRAY-EXTREMITIES FOOT
RAD6414,XRAY-EXTREMITIES FOREARM
RAD6416,XRAY-EXTREMITIES LEG
RAD6418,XRAY-EXTREMITIES WRIST
RAD6423,XRAY-ABDOMEN LATERAL OBLIQUE
RAD6425,XRAY-C-ARM INITIAL
